Name,Author ID,Title,Year,Venue,keywords
"Melissa DeJonckheere, Ph.D.",46623893,Opioid cessation and chronic pain: perspectives of former opioid users,2019,Pain,"['Pain', 'Chronic Pain']"
"Melissa DeJonckheere, Ph.D.",46623893,Semistructured interviewing in primary care research: a balance of relationship and rigour,2019,Family Medicine and Community Health Journal,"['Hip', 'Ear', 'Research', 'Interview']"
"Melissa DeJonckheere, Ph.D.",46623893,Methodological Progress Note: Group Level Assessment.,2019,Journal of Hospital Medicine,['Logic']
"Melissa DeJonckheere, Ph.D.",46623893,Determinants of Hearing Aid Use Among Older Americans With Hearing Loss.,2019,The gerontologist,"['Ear', 'Hearing']"
"Melissa DeJonckheere, Ph.D.",46623893,Confidentiality in the Doctor-Patient Relationship: Perspectives of Youth Ages 14-24 Years.,2019,Jornal de Pediatria,"['Hip', 'Ear']"
"Keri L. Denay, M.D., FACSM",5076098,Ankle Telemedicine Planning Considerations,2023,Foot & Ankle Specialist,['Ankle']
"Keri L. Denay, M.D., FACSM",5076098,Exercise Is Medicine® On Campus: A National Analysis And Community Impact,2023,Medicine &amp; Science in Sports &amp; Exercise,['Exercise']
"Keri L. Denay, M.D., FACSM",5076098,Foot evaluation via telephone and video virtual medical visits.,2022,Musculoskeletal Care,"['Foot', 'Telephone']"
"Keri L. Denay, M.D., FACSM",5076098,Concussion Diagnostic Imaging Options,2020,,[]
"Keri L. Denay, M.D., FACSM",5076098,SYMPTOM PROFILES AND BALANCE CONTROL AFTER CONCUSSION AMONG FEMALE YOUTH ARTISTIC ATHLETES,2020,Orthopaedic Journal of Sports Medicine,"['Art', 'Athletes']"
"Keri L. Denay, M.D., FACSM",5076098,Diarrhea (Infectious Disease)-Swimming And Diving,2020,Medicine & Science in Sports & Exercise,['Diarrhea']
"Keri L. Denay, M.D., FACSM",5076098,Anterior Knee Pain In A Runner,2020,,"['Knee', 'Pain']"
"Keri L. Denay, M.D., FACSM",5076098,ACSM Call to Action Statement: COVID-19 Considerations for Sports and Physical Activity.,2020,Current sports medicine reports,['Sports']
"Keri L. Denay, M.D., FACSM",5076098,Symptom profiles and postural control after concussion in female artistic athletes,2020,Brain Injury,"['Art', 'Athletes']"
"Keri L. Denay, M.D., FACSM",5076098,Chest Pain in a Football Strength Coach,2019,Medicine & Science in Sports & Exercise,"['Foot', 'Pain', 'Chest Pain', 'Football']"
"Keri L. Denay, M.D., FACSM",5076098,A Typically Female Hip Issue in a Male Basketball Coach,2019,Medicine & Science in Sports & Exercise,"['Hip', 'Basketball']"
"Zora Djuric, Ph.D.",33118124,"Dietary approaches for normalizing dysbiosis induced by high-fat, obesogenic diets",2023,Current opinion in clinical nutrition and metabolic care,"['Dysbiosis', 'Diet']"
"Zora Djuric, Ph.D.",33118124,Proton Pump Inhibitor Use and Obesity-Associated Cancer in the Women’s Health Initiative,2022,Nutrition and Cancer,['Obesity']
"Zora Djuric, Ph.D.",33118124,A New Score for Quantifying Adherence to a Cancer-Preventive Mediterranean Diet,2021,Nutrition and Cancer,['Diet']
"Zora Djuric, Ph.D.",33118124,"Changes in Serum, Red Blood Cell, and Colonic Fatty Acids in a Personalized Omega-3 Fatty Acid Supplementation Trial",2021,Nutrition and Cancer,"['Colon', 'Acids', 'Fatty Acids']"
"Zora Djuric, Ph.D.",33118124,Su562 DOES MUCOSAL AKKERMANSIA ABUNDANCE PREDICT OMEGA FATTY ACIDS AND PGE2 PRODUCTION AFTER DIETARY INTERVENTION?,2021,,"['Acids', 'Fatty Acids', 'Diet']"
"Zora Djuric, Ph.D.",33118124,Increased Akkermansia abundance is associated with increased colonic mucosal Ï-3 fatty acids and decreased colonic mucosal PGE2 concentrations following healthy dietary pattern interventions,2021,medRxiv,"['Colon', 'Acids', 'Fatty Acids', 'Healthy Diet', 'Diet']"
"Zora Djuric, Ph.D.",33118124,"Gestational exposure to high fat diets and bisphenol A alters metabolic outcomes in dams and offspring, but produces hepatic steatosis only in dams.",2021,Chemosphere,"['Tea', 'Diet']"
"Zora Djuric, Ph.D.",33118124,Association of meal timing with dietary quality in a Serbian population sample,2020,BMC Nutrition,"['Association', 'Diet', 'Serbia']"
"Zora Djuric, Ph.D.",33118124,How Does Obesity Drive Human Carcinogenesis? Challenges in Dissecting the Mechanisms of Adipose–Epithelial Signaling,2020,Cancer Prevention Research,"['Obesity', 'Tin', 'Genes']"
"Zora Djuric, Ph.D.",33118124,An Adaptive Bayesian Design for Personalized Dosing in a Cancer Prevention Trial.,2020,American Journal of Preventive Medicine,[]
"Zora Djuric, Ph.D.",33118124,Lipid mechanisms in hallmarks of cancer.,2019,Molecular Omics,['Lip']
"Zora Djuric, Ph.D.",33118124,A Mediterranean diet does not alter plasma trimethylamine N-oxide concentrations in healthy adults at risk for colon cancer.,2019,Food & Function,"['Colon', 'Diet', 'Adult']"
"Zora Djuric, Ph.D.",33118124,Dietary polyunsaturated fatty acids modulate adipose secretome and is associated with changes in mammary epithelial stem cell self-renewal.,2019,Journal of Nutritional Biochemistry,"['Acids', 'Fatty Acids', 'Diet']"
"Zora Djuric, Ph.D.",33118124,Increases in Colonic Bacterial Diversity after ω-3 Fatty Acid Supplementation Predict Decreased Colonic Prostaglandin E2 Concentrations in Healthy Adults.,2019,Journal of NutriLife,"['Colon', 'Bacteria', 'Adult']"
"Zora Djuric, Ph.D.",33118124,Improving Blood Pressure Among African Americans With Hypertension Using a Mobile Health Approach (the MI-BP App): Protocol for a Randomized Controlled Trial,2019,JMIR Research Protocols,"['Hypertension', 'Blood Pressure']"
"Zora Djuric, Ph.D.",33118124,Protocol Improving Blood Pressure Among African Americans With Hypertension Using a Mobile Health Approach ( the MI-BP App ) : Protocol for a Randomized Controlled Trial,2019,,"['Hypertension', 'Blood Pressure']"
"Margaret L. Dobson, M.D.",48892753,“Three Good Things” Digital Intervention Among Health Care Workers: A Randomized Controlled Trial,2023,Annals of Family Medicine,['Work']
"Margaret L. Dobson, M.D.",48892753,Facilitated transitions: coaching to improve the medical school to residency continuum,2020,Medical Education Online,"['Chin', 'Tin']"
"Margaret L. Dobson, M.D.",48892753,Curriculum development: a how to primer,2019,Family Medicine and Community Health Journal,['Curriculum']
"Margaret L. Dobson, M.D.",48892753,Response to letters by M. Jawad Hashim and Chuan Zou: Advancing curriculum development and medical education research,2019,Family Medicine and Community Health Journal,"['Ear', 'Jaw', 'Research', 'Education', 'Curriculum', 'Letter']"
"Jill N. Fenske, M.D.",8554291,Continuous Glucose Monitoring With Low-Carbohydrate Nutritional Coaching to Improve Type 2 Diabetes Control: Randomized Quality Improvement Program,2022,Journal of Medical Internet Research,"['Chin', 'Hydra', 'Tin', 'Quality Improvement']"
"Jill N. Fenske, M.D.",8554291,Continuous glucose monitoring with low-carbohydrate nutritional coaching improves type diabetes control: A randomized quality improvement program evaluation (Preprint),2021,,"['Chin', 'Hydra', 'Tin', 'Quality Improvement']"
"Christopher J. Frank, M.D., Ph.D.",144172034,"Cash Wages, the Truck Acts, and the 1960 Payment of Wages Act",2020,,[]
"Christopher J. Frank, M.D., Ph.D.",144172034,"‘Cashless pay, deductions from wages, and the repeal of the Truck Acts in Great Britain, 1945-1986’",2020,Labor History,[]
"Christopher J. Frank, M.D., Ph.D.",144172034,"Fines, deductions from wages and the passage of the 1896 Truck Act",2019,"Workers, Unions and Payment in Kind",[]
"Christopher J. Frank, M.D., Ph.D.",144172034,"The factory inspectorate and the enforcement of the Truck Acts, 1896–1906",2019,"Workers, Unions and Payment in Kind",[]
"Christopher J. Frank, M.D., Ph.D.",144172034,"Workers, Unions and Payment in Kind",2019,,['Work']
"Christopher J. Frank, M.D., Ph.D.",144172034,Alternatives to State-Socialism in Britain: Other Worlds of Labour in the Twentieth Century ed. by Peter Ackers and Alastair J. Reid (review),2019,Labor,['Socialism']
"Christopher J. Frank, M.D., Ph.D.",144172034,"New model unions and the effort to secure anti-truck legislation, 1863–1871",2019,"Workers, Unions and Payment in Kind",['Leg']
"Christopher J. Frank, M.D., Ph.D.",144172034,"Anti-truck prosecution societies and the campaign against truck, 1831–1860",2019,"Workers, Unions and Payment in Kind",[]
"Christopher J. Frank, M.D., Ph.D.",144172034,Charles Bradlaugh and the 1887 Truck Act,2019,"Workers, Unions and Payment in Kind",[]
"Christopher J. Frank, M.D., Ph.D.",144172034,"The factory inspectorate, organized labour, and the debate over fines and deductions from wages, 1906–1914",2019,"Workers, Unions and Payment in Kind",[]
"Jonathan G. Gabison, M.D.",2278067573,Is Prediabetes Overdiagnosed? No: A Clinician’s Perspective,2024,Annals of Family Medicine,['Nose']
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Patient-Reported Reasons for Sending Portal Messages: A Survey of Use in a Family Medicine Department.,2024,Journal of general internal medicine,"['Family', 'Art']"
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Gaps in Stillbirth Bereavement Care: A Cross-Sectional Survey of U.S. Hospitals by Birth Volume,2023,Maternal and Child Health Journal,"['Stillbirth', 'Bereavement']"
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Learning Obstetrical Cervical Exam Skills : Development of a Novel Model to Demystify Blind Procedures.,2023,Family Medicine,"['Ear', 'Learning']"
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,“Three Good Things” Digital Intervention Among Health Care Workers: A Randomized Controlled Trial,2023,Annals of Family Medicine,['Work']
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Computerized Suicide Prevention Clinical Training Simulations: A Pilot Study,2023,Research on social work practice,['Rain']
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Race and Gender Disparities Among Leadership in Academic Family Medicine,2022,Journal of the American Board of Family Medicine,"['Hip', 'Lead', 'Family']"
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Medical assistants identify strategies and barriers to clinic efficiency.,2022,Journal of Family Practice,[]
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Online Support Groups for Perinatal Loss: A Pilot Feasibility Study for Women of Color,2022,"Cyberpsychology, Behavior, and Social Networking",[]
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Physician Suicide in the United States:Updated Estimates from the National Violent Death Reporting System,2021,"Psychology, Health & Medicine","['Death', 'Tin']"
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Use of Tablet Video for Delivery of Neonatal Discharge Instructions to First-Time Parents.,2021,Family Medicine,['Time']
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Video Visits: Family Physician Experiences With Uptake During the COVID-19 Pandemic.,2021,Family Medicine,['Family']
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,The RESPECT Study for consensus on global bereavement care after stillbirth,2020,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,"['Stillbirth', 'Bereavement', 'Consensus']"
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Mental health and job crises as risks for physician suicide: Updates from the National Violent Death Reporting System.,2020,General Hospital Psychiatry,"['Death', 'Tin', 'Mental Health']"
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Physician Suicide-A Personal and Community Tragedy.,2020,JAMA psychiatry,['Aged']
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Relationship Between Faculty Characteristics and Emotional Exhaustion in a Large Academic Medical Center.,2020,Journal of Occupational and Environmental Medicine,"['Hip', 'Chara', 'Tics', 'Character', 'Motion', 'Faculty']"
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,A Novel Model for a Free Clinic for Prenatal and Infant Care in Detroit,2020,Maternal and Child Health Journal,"['Infant', 'Infant Care']"
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Online yoga to reduce post traumatic stress in women who have experienced stillbirth: a randomized control feasibility trial,2020,BMC Complementary Medicine and Therapies,['Stillbirth']
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Gender Differences in Stress and Burnout: Department Survey of Academic Family Physicians,2020,Journal of general internal medicine,"['Family', 'Art']"
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Women's Work: Why Are Women Physicians More Burned Out?,2020,Journal of the American Board of Family Medicine,['Work']
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Establishing the First Geriatric Medicine Fellowship Program in Ghana,2019,Journal of The American Geriatrics Society,['Hip']
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,MOMSonLINE: Lessons Learned From a Feasibility RCT of Online Support for Mothers Bereaved by Perinatal Loss,2019,Omega,['Ear']
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Combating Burnout: Back to Medicine as a Calling,2019,Annals of Family Medicine,['Tin']
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,An iterative design process to develop a randomized feasibility study and inform recruitment of minority women after stillbirth,2019,Pilot and Feasibility Studies,['Stillbirth']
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,Physician Burnout-Reply.,2019,Journal of the American Medical Association (JAMA),[]
"Katherine J. Gold, M.D., M.S.W., M.S.",8359341,"Determining the cause of stillbirth in Kumasi, Ghana",2019,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,['Stillbirth']
"Lee A. Green, M.D., M.P.H.",2059732397,"Bedtime versus morning use of antihypertensives in frail continuing care residents (BedMed-Frail): protocol for a prospective, randomised, open-label, blinded end-point pragmatic trial",2023,BMJ Open,"['Tin', 'Time']"
"Lee A. Green, M.D., M.P.H.",2059732397,Tolerability of bedtime diuretics: a prospective cohort analysis,2023,BMJ Open,"['Tics', 'Time']"
"Lee A. Green, M.D., M.P.H.",2059732397,Using care pathways for cancer diagnosis in primary care: a qualitative study to understand family physicians’ mental models,2023,CMAJ Open,['Family']
"Lee A. Green, M.D., M.P.H.",2059732397,"Bedtime versus morning use of antihypertensives for cardiovascular risk reduction (BedMed): protocol for a prospective, randomised, open-label, blinded end-point pragmatic trial",2022,BMJ Open,['Time']
"Lee A. Green, M.D., M.P.H.",2059732397,Optimizing COPD Acute Care Patient Outcomes Using a Standardized Transition Bundle and Care-Coordinator: A Randomized Clinical Trial.,2022,Chest,[]
"Lee A. Green, M.D., M.P.H.",2059732397,"Co-Designing Relational Continuity Interventions for Urban Underserved
 Patients Experiencing Hospital-Primary Care Transitions",2022,International Journal of Integrated Care,['Tin']
"Lee A. Green, M.D., M.P.H.",2059732397,"Exploring provider roles, continuity, and mental models in cirrhosis care: A qualitative study.",2022,Canadian Liver Journal,"['Tin', 'Role']"
"Lee A. Green, M.D., M.P.H.",2059732397,"Integration through primary healthcare teams: A cross-case analysis of
 four provinces in Canada",2022,International Journal of Integrated Care,['Tea']
"Lee A. Green, M.D., M.P.H.",2059732397,The cirrhosis care Alberta (CCAB) protocol: implementing an evidence-based best practice order set for the management of liver cirrhosis - a hybrid type I effectiveness-implementation trial,2020,BMC Health Services Research,"['Liver Cirrhosis', 'Tin']"
"Lee A. Green, M.D., M.P.H.",2059732397,Factors influencing the implementation and uptake of a discharge care bundle for patients with acute exacerbation of chronic obstructive pulmonary disease: a qualitative focus group study,2020,Implementation Science Communications,['Acer']
"Jenna B.  Greenberg, M.D.",2265137797,Beyond Quality: Redesigning a Quality Conference With a Focus on Health Equity.,2023,PRiMER,[]
"Timothy C. Guetterman, Ph.D.",7948561,Virtual Care: Perspectives From Family Physicians.,2024,Family Medicine,['Family']
"Timothy C. Guetterman, Ph.D.",7948561,In This Issue: Special Issue Dedicated to Michael D. Fetters,2024,Journal of Mixed Methods Research,[]
"Timothy C. Guetterman, Ph.D.",7948561,"In This Issue: Inclusive Language to Foster Equity and Diversity, Joint Displays for Theory Development, Incorporating Participatory Aspects in Joint Displays, Expanding the Evaluation of Rigor, and Challenges in Transformative Mixed Methods Research",2024,Journal of Mixed Methods Research,"['Ear', 'Tin', 'Language', 'Research', 'Art']"
"Timothy C. Guetterman, Ph.D.",7948561,Factors That Influence Clinician Prescribing of Corticosteroids for Acute Idiopathic and Multiple Sclerosis-Associated Optic Neuritis: A Qualitative Study.,2024,Journal of neuro-ophthalmology,"['Multiple Sclerosis', 'Neuritis']"
"Timothy C. Guetterman, Ph.D.",7948561,"In This Issue: Mixed Methods Systematic Methodological Reviews, Pillar Integration Applications, Mixed Methods Analysis of Video Interaction Data, Intersectional Mixed Methods Research, Mixed Methods Analysis of Witness Statements, and Combining Community-Based Participatory Approaches to Study Neig",2024,Journal of Mixed Methods Research,"['Ear', 'Research', 'Art', 'Logic']"
"Timothy C. Guetterman, Ph.D.",7948561,Incorporating verbal and nonverbal aspects to enhance a model of patient communication in cancer care: A grounded theory study,2024,Cancer Medicine,"['Tin', 'Communication', 'Grounded Theory']"
"Timothy C. Guetterman, Ph.D.",7948561,Grand rounds in methodology: designing for integration in mixed methods research,2024,BMJ Quality & Safety,"['Ear', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,Increasing Transparency on the Use of Artificial Intelligence and Automated Tools in Mixed Methods Studies,2024,Journal of Mixed Methods Research,"['Intelligence', 'Artificial Intelligence', 'Art']"
"Timothy C. Guetterman, Ph.D.",7948561,Police involvement in out-of-hospital cardiac arrest: a qualitative exploration of law enforcement roles and contributing organizational factors.,2024,Prehospital Emergency Care,"['Tin', 'Role', 'Rest', 'Police']"
"Timothy C. Guetterman, Ph.D.",7948561,Implementing integrated hypertension and diabetes management using the World Health Organization’s HEARTS model: protocol for a pilot study in the Guatemalan national primary care system,2024,Implementation Science Communications,"['Ear', 'Heart', 'Hypertension', 'Tin', 'Art']"
"Timothy C. Guetterman, Ph.D.",7948561,Going virtual: mixed methods evaluation of online versus in-person learning in the NIH mixed methods research training program retreat,2024,BMC Medical Education,"['Ear', 'Learning', 'Rain', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,Exploring the Potential for Cultural Humility in the Evolving Field of Mixed Methods Research,2024,Journal of Mixed Methods Research,"['Ear', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,Examining telehealth through the Institute of Medicine quality domains: unanswered questions and research agenda,2024,BMJ Quality & Safety,"['Ear', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,Institutional Review Boards' Assessment of Local Context: A Mixed Methods Study.,2024,Ethics & Human Research,[]
"Timothy C. Guetterman, Ph.D.",7948561,"In This Issue: Artificial Intelligence, Bridging Methodological Divides Through Mixed Methods, Literature Reviews, Integration of Structural Equation Modeling and Autoethnography, and Research Problems in Mixed Methods",2024,Journal of Mixed Methods Research,"['Ear', 'Intelligence', 'Artificial Intelligence', 'Research', 'Art', 'Literature', 'Logic']"
"Timothy C. Guetterman, Ph.D.",7948561,Impact of a resilience-building energy management intervention for people with systemic sclerosis: a mixed methods study,2024,Rheumatology Advances in Practice,[]
"Timothy C. Guetterman, Ph.D.",7948561,Iteratively Translating and Adapting the Mullen Scales of Early Learning in the Republic of Georgia,2023,Proceedings of the 2023 AERA Annual Meeting,"['Ear', 'Tin', 'Learning']"
"Timothy C. Guetterman, Ph.D.",7948561,A Cross-stakeholder Approach to Improving Out-of-Hospital Cardiac Arrest Survival.,2023,American Heart Journal,"['Rest', 'Survival']"
"Timothy C. Guetterman, Ph.D.",7948561,Primary care providers' perceived barriers to obesity treatment and opportunities for improvement: A mixed methods study.,2023,PLoS ONE,['Obesity']
"Timothy C. Guetterman, Ph.D.",7948561,Using Wearable Passive Sensing to Predict Binge Eating in Response to Negative Affect Among Individuals With Transdiagnostic Binge Eating: Protocol for an Observational Study,2023,JMIR Research Protocols,"['Ear', 'Tin']"
"Timothy C. Guetterman, Ph.D.",7948561,A software feature for mixed methods analysis: The MAXQDA Interactive Quote Matrix,2023,Methods in Psychology,[]
"Timothy C. Guetterman, Ph.D.",7948561,“You get what you need when you need it”: A mixed methods examination of the feasibility and acceptability of a tailored digital tool to promote physical activity among women in midlife,2023,Digital Health,[]
"Timothy C. Guetterman, Ph.D.",7948561,Equity in virtual care: A mixed methods study of perspectives from physicians.,2023,Journal of Telemedicine and Telecare,[]
"Timothy C. Guetterman, Ph.D.",7948561,Strategies for Enhancing Prehospital Outcomes for Cardiac Arrest (EPOC).,2023,Rand health quarterly,['Rest']
"Timothy C. Guetterman, Ph.D.",7948561,"In This Issue: Collaboration in Mixed Methods Research, Core-Periphery Perspective, Digital Content Mixed Analysis, Online Mixed Methods, Practical Utility of Mixed Methods and the Repertory Grid Technique",2023,Journal of Mixed Methods Research,"['Ear', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,"In This Issue: Tribute to Michael Fetters, Queer Approaches to Mixed Methods, Mixed Methods Community-Engaged Evaluation, Instrument Fidelity and Natural Language Processing, Teaching Mixed Methods, and Geographic Information System",2023,Journal of Mixed Methods Research,"['Chin', 'Tea', 'Language', 'Aged']"
"Timothy C. Guetterman, Ph.D.",7948561,Developing a survey instrument to assess flood health beliefs among residents of river flood zones in the Heartland.,2023,Journal of Emergency Management,"['Ear', 'Heart', 'Art']"
"Timothy C. Guetterman, Ph.D.",7948561,Faculty and Resident Perspectives of the Complexity of Wellness Program Implementation: A Qualitative Exploration.,2023,PRiMER,['Faculty']
"Timothy C. Guetterman, Ph.D.",7948561,Terminology and Mixed Methods Research: A Persistent Challenge,2023,Journal of Mixed Methods Research,"['Ear', 'Research', 'Terminology']"
"Timothy C. Guetterman, Ph.D.",7948561,"Identifying Inequities in Video and Audio Telehealth Services for Primary Care Encounters During COVID-19: Repeated Cross-Sectional, Observational Study",2023,Journal of Medical Internet Research,[]
"Timothy C. Guetterman, Ph.D.",7948561,"In This Issue: Tribute to Pierre Pluye, Participant Selection Joint Display in Transformative Designs, The Extended Pillar Integration Process, Machine Learning Mixed Methods Text Analysis, and Graphical Retrieval and Analysis of Temporal Information Systems",2023,Journal of Mixed Methods Research,"['Ear', 'Chin', 'Learning', 'Machine Learning', 'Art', 'Information Systems']"
"Timothy C. Guetterman, Ph.D.",7948561,Enhancing Nonverbal Communication Through Virtual Human Technology: Protocol for a Mixed Methods Study,2023,JMIR Research Protocols,"['Communication', 'Technology']"
"Timothy C. Guetterman, Ph.D.",7948561,Special Issues on Mixed Methods Research: Expanding the Use of Mixed Methods in Disciplines,2023,Journal of Mixed Methods Research,"['Ear', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,"In This Issue: Special Issues, Theoretical Models, Dealing With Messiness, and Integration in Mixed Methods Research",2023,Journal of Mixed Methods Research,"['Ear', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,Juxtaposing Joint Displays with Mixed Methods Research Rationales: A Mixed Methods Research Systematic Methodological Review,2023,International Journal of Multiple Research Approaches,"['Ear', 'Research', 'Logic']"
"Timothy C. Guetterman, Ph.D.",7948561,General Practitioners’ Perspectives on Appropriate Use of Ultrasonography in Primary Care in Denmark: A Multistage Mixed Methods Study,2022,Annals of Family Medicine,[]
"Timothy C. Guetterman, Ph.D.",7948561,The Need to Rigorously Develop Common Quality Guidelines for Reporting Mixed Methods Research,2022,Journal of Mixed Methods Research,"['Ear', 'Tin', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,Early changes in hospital resuscitation practices during the COVID-19 pandemic,2022,Resuscitation Plus,"['Ear', 'Resuscitation']"
"Timothy C. Guetterman, Ph.D.",7948561,School Nurses’ Perspectives of Bullying Involvement of Adolescents with Chronic Health Conditions,2022,Health behavior and policy review,"['Bullying', 'Adolescent', 'Nurses']"
"Timothy C. Guetterman, Ph.D.",7948561,"In This Issue: Narrative Mixed Methods Research, Visual Methods and Photographs, Joint Display Coding, and Randomized Controlled Trials in Mixed Methods Research",2022,Journal of Mixed Methods Research,"['Ear', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,Assessing community readiness to engage in dengue fever surveillance using unmanned aerial vehicles.,2022,Travel Medicine and Infectious Disease,[]
"Timothy C. Guetterman, Ph.D.",7948561,Closing Commentary: The Contributions of Innovations in Integration in Complex Mixed Methods Evaluation Designs in This Issue and Beyond,2022,Canadian Journal of Program Evaluation,['Comment']
"Timothy C. Guetterman, Ph.D.",7948561,Healthy or Not Healthy? A Mixed-Methods Approach to Evaluate Front-of-Pack Nutrition Labels as a Tool to Guide Consumers,2022,Nutrients,[]
"Timothy C. Guetterman, Ph.D.",7948561,Integrating Transformative Considerations and Quantitative Results Through a Participant Selection Joint Display in Explanatory Sequential Mixed Methods Studies,2022,Journal of Mixed Methods Research,"['Tin', 'Art']"
"Timothy C. Guetterman, Ph.D.",7948561,"In This Issue: Quality in Mixed Methods Studies and Reviews, Contingency and Configurational Comparative Methods, and Retroductive Theorizing and Critical Realism in Mixed Methods Research",2022,Journal of Mixed Methods Research,"['Ear', 'Tin', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,Implementation of a Diabetes Self-Management Education and Support Intervention in Rural Guatemala: A Mixed-Methods Evaluation Using the RE-AIM Framework,2021,Preventing Chronic Disease,"['Education', 'Work']"
"Timothy C. Guetterman, Ph.D.",7948561,Multi-stakeholder perspectives on food labeling and health claims: Qualitative insights from South Africa,2021,Appetite,"['Food', 'Food Labeling']"
"Timothy C. Guetterman, Ph.D.",7948561,The Burden of Caring for and Treating Glaucoma: The Patient Perspective.,2021,Ophthalmology Glaucoma,"['Glaucoma', 'Tin']"
"Timothy C. Guetterman, Ph.D.",7948561,Pharmacogenomic testing for mental health (Part II): qualitative analysis of early adopter prescriber perceptions.,2021,Personalized Medicine,"['Arm', 'Ear', 'Tin', 'Mental Health', 'Perception', 'Art']"
"Timothy C. Guetterman, Ph.D.",7948561,How can registered nurses prepare medical students to be better residents? A qualitative study on feedback in a simulated paging curriculum,2021,,"['Curriculum', 'Feedback', 'Nurses']"
"Timothy C. Guetterman, Ph.D.",7948561,Prevalence and reporting quality of mixed methods studies in palliative care and end-of-life research: A methodological review,2021,,"['Ear', 'Tin', 'Research', 'Logic']"
"Timothy C. Guetterman, Ph.D.",7948561,The Pandemic Leadership Model: A Study of Medical Student Values During COVID-19,2021,International Journal of Medical Studies,"['Hip', 'Lead']"
"Timothy C. Guetterman, Ph.D.",7948561,Implementation of a Hearing Loss Screening Intervention in Primary Care,2021,Annals of Family Medicine,"['Ear', 'Hearing']"
"Timothy C. Guetterman, Ph.D.",7948561,Addressing the challenge of mixed methods integration through joint displays and clear writing,2021,,"['Ear', 'Tin']"
"Timothy C. Guetterman, Ph.D.",7948561,Advancing discussion of ethics in mixed methods health services research,2021,BMC Health Services Research,"['Ear', 'Research', 'Health Services Research']"
"Timothy C. Guetterman, Ph.D.",7948561,78696 A Qualitative Cross-Sectional Study of Leadership in a Pandemic: What do Students Value?,2021,Journal of Clinical and Translational Science,"['Hip', 'Lead']"
"Timothy C. Guetterman, Ph.D.",7948561,Development of a Joint Display as a Mixed Analysis,2021,The Routledge Reviewer's Guide to Mixed Methods Analysis,[]
"Timothy C. Guetterman, Ph.D.",7948561,The value of mixed methods work-family research for human resource management: a review and agenda,2021,International journal of human resources management,"['Ear', 'Family', 'Research', 'Work']"
"Timothy C. Guetterman, Ph.D.",7948561,Accelerating Mixed Methods Research With Natural Language Processing of Big Text Data,2021,Journal of Mixed Methods Research,"['Ear', 'Tin', 'Language', 'Research']"
"Timothy C. Guetterman, Ph.D.",7948561,Visuals in joint displays to represent integration in mixed methods research: A methodological review,2021,Methods in Psychology,"['Ear', 'Research', 'Logic']"
"Timothy C. Guetterman, Ph.D.",7948561,Best Practices for Education and Training of Resuscitation Teams for In-Hospital Cardiac Arrest,2021,Circulation. Cardiovascular Quality and Outcomes,"['Tea', 'Resuscitation', 'Rain', 'Education', 'Rest']"
"Timothy C. Guetterman, Ph.D.",7948561,Examination of Chinese immigrant parents' beliefs about children's social development through play: A mixed methods explanatory sequential study.,2021,Developmental Psychology,"['Chin', 'Child']"
"Timothy C. Guetterman, Ph.D.",7948561,The Process of Team Building Among Content Experts and Methodologists: An Example From an Emergency Medical Services Research Investigation Kick-Off Meeting,2020,,"['Ear', 'Tin', 'Tea', 'Research']"
